ID,tweet_text,tweet text,0
81,"b'PDP Candidate, @TayoJegedeSAN, and wife, EnoWard 4, Sacred Heart Primary School to get accredited and cast their votes. #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020 https://t.co/A4NTQOI1m2'", PDP Candidate and wife EnoWard Sacred Heart Primary School to get accredited and cast their votes ,0
82,b'LIVE UPDATES: Ondo Governorship Election #Ondo2020 #OndoDecides #OndoDecides2020 https://t.co/Q1QvZx0Jgp https://t.co/dsxRb4tbtr', LIVE UPDATES Ondo Governorship Election ,0
83,"b"".@inecnigeria's card reader fails to recognise @TayoJegedeSAN's fingerprints. It was the first time the machine has recorded failure since voting started.  #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020  https://t.co/akzVOOdqUk  Credit: @TheNationNews https://t.co/8tprpT1qHz""", inecnigeria card reader fails to recognise fingerprints It was the first time the machine has recorded failure since voting started Credit ,0
84,b'LIVE UPDATES: Ondo Governorship Election #Ondo2020 #OndoDecides #OndoDecides2020 https://t.co/boDNFvQEvd https://t.co/dJ6RWbbA3S', LIVE UPDATES Ondo Governorship Election ,0
85,b'LIVE UPDATES: Ondo Governorship Election #Ondo2020 #OndoDecides #OndoDecides2020 https://t.co/Q1QvZx0Jgp https://t.co/NHcwqHC7DQ', LIVE UPDATES Ondo Governorship Election ,0
86,"b'After a downpour, voter register turns to shreds in Ondo. Is this a bad omen? #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020  https://t.co/akzVOOdqUk  Credit: @MobilePunch https://t.co/LvN3wtR4hk'", After downpour voter register turns to shreds in Ondo Is this bad omen Credit ,0
87,b'Time: 9:02am  LGA :IFEDORE  Ward:4 PU: 2 Odo Esi; Motor Park Ijare II Report: SMARTCARD READER STOPPED WORKING BUT THE ISSUE HAS BEEN RESOLVED. #OndoDecides2020  #OndoSR2020 #OndoDecide2020 #OndoDecides #ONDO2020', Time am LGA IFEDORE Ward PU Odo Esi Motor Park Ijare II Report SMARTCARD READER STOPPED WORKING BUT THE ISSUE HAS BEEN RESOLVED ,0
88,"b'Time: 9:44am  LGA: Akure North Ward: 9, Oba-Ile PU: 011 Report: Voting without accreditation due to Card Reader failure. #OndoDecides2020 #OndoSR2020 #OndoDecides #ONDO2020 #OndoElection2020'", Time am LGA Akure North Ward Oba Ile PU Report Voting without accreditation due to Card Reader failure ,0
89,"b'Law-abiding @OfficialPDPNig candidate, @TayoJegedeSAN, still on the queue since 9am, refuses to cut corners. #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020  https://t.co/akzVOOdqUk   This is indeed leadership by example!  Credit: #FilmHouseAkure https://t.co/VhJi1qo7Ey'", Law abiding candidate still on the queue since am refuses to cut corners This is indeed leadership by example Credit ,0
90,b'Boat conveying INEC officials and electoral materials capsized in Ilaje LGA of Ondo State #Ondo2020 #OndoDecides #OndoDecides2020 https://t.co/dnVjv5jyIM https://t.co/vg4YPdWmJ9', Boat conveying INEC officials and electoral materials capsized in Ilaje LGA of Ondo State ,0
91,b'Boat conveying INEC officials and electoral materials capsized in Ilaje LGA of Ondo State #Ondo2020 #OndoDecides #OndoDecides2020 https://t.co/wj3gUcLyNI https://t.co/UMudfRv16n', Boat conveying INEC officials and electoral materials capsized in Ilaje LGA of Ondo State ,0
92,"b'Gbogi/Isikan Ward 2, PU: 009 Candidate of the PDP, Mr Eyitayo Jegede on the queue to cast his vote.  #OndoDecides2020 #OndoDecides #ONDO2020 #EndSarsNow #EndSARS https://t.co/BxkKFy7CNw'", Gbogi Isikan Ward PU Candidate of the PDP Mr Eyitayo Jegede on the queue to cast his vote ,0
93,b'TIME: 9:30am LGA: OKITIPUPA WARD: IJU-ODO/EREKITI/IJU-OKE  PU: 009 REPORT: Voting process is going on smoothly at the unit. #OndoDecides2020 #OndoSR2020 #OndoDecides #ONDO2020', TIME am LGA OKITIPUPA WARD IJU ODO EREKITI IJU OKE PU REPORT Voting process is going on smoothly at the unit ,0
94,b'Time: 9:30am  LGA: Akoko North East  Ward: 1 PU: 10  Report: A policeman was deterred an observer from observing the electoral process in that unit. #OndoDecides2020 #OndoDecides #ONDO2020', Time am LGA Akoko North East Ward PU Report policeman was deterred an observer from observing the electoral process in that unit ,0
95,"b""People of Ondo state here is one reason you shouldn't vote for Mr. Jegede Eyitayi.  #EyiNaScam  #OndoDecides2020  #OndoDebate2020  #Ondo4Continuity  #ONDO2020  #Eyiourchoice https://t.co/K0kxQG67KY""", People of Ondo state here is one reason you should not vote for Mr Jegede Eyitayi ,0
96,"b""@jimiagbaje @atiku  Let's just forget about Nigerian Budget 2021 and #EndSARS and focus on ongoing #ONDO2020  Election, other things can continue tomorrow after election.\xf0\x9f\x99\x8f #OndoDecides2020  #OndoIsBetterWithPDP""", let us just forget about Nigerian Budget and and focus on ongoing Election other things can continue tomorrow after election xf ,0
97,b'#Ondo2020 - #Boat conveying #inec official and #election materials #capsizes in #Ondostate . . #ondodecides2020 #ondo #sad #nigeria #naija https://t.co/T0v3CZaHtI', conveying official and materials in ,0
98,"b'@vanguardngrnews It is our prayer that the election be peaceful and fair, so help us God. #ondodecides2020 #ONDO2020 #OndoDecides'", It is our prayer that the election be peaceful and fair so help us God ,0
99,"b'PHOTONEWS: @RotimiAkeredolu, wife arrive polling unit to vote #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/IYKwpw9NcL https://t.co/f7muwLn3rj'", PHOTONEWS wife arrive polling unit to vote FOLLOW LIVE ,0
100,"b'Violence: shootings reported at Poll\xc3\xadng Unit 11, Edo Lodge in Oke Ijebu, Akure. #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/q93yvKpKDx'", Violence shootings reported at Poll xc xadng Unit Edo Lodge in Oke Ijebu Akure FOLLOW LIVE ,1
101,"b""Are you a citizen taking part in today's #Ondo State election? Send us a message and picture/video from your polling unit using the #SnadandSend hashtag! @PremiumTimesng @inecnigeria #OndoDecides #OndoElection2020 #OndoDecides2020 #Ondo2020 https://t.co/qskt4HXxvM""", Are you citizen taking part in today State election Send us message and picture video from your polling unit using the hashtag ,0
102,"b'#ONDO2020: Ballot Papers, Other Election Materials Completely Damaged, As Speed Boat Conveying @inecnigeria Staff Capsises, Ad Hoc Staff Quickly Rescued - Page 36 - Reducing fake news in Nigeria https://t.co/VJmyJattTq #OndoDecides2020'", Ballot Papers Other Election Materials Completely Damaged As Speed Boat Conveying Staff Capsises Ad Hoc Staff Quickly Rescued Page Reducing fake news in Nigeria ,0
103,b'APC candidate Akeredolu and his wife given undue priority as they jump queue to vote  @RotimiAkeredolu @inecnigeria  #OndoDecides2020 #Ondo2020   FOLLOW LIVE https://t.co/bKoL4h4V44', APC candidate Akeredolu and his wife given undue priority as they jump queue to vote FOLLOW LIVE ,0
104,b'Akeredolu and his wife were given Priority to vote Immediately they arrive at the Polling Unit   #OndoDecides2020 #Ondo2020 #OndoElection2020   FOLLOW LIVE UPDATES: https://t.co/WDsQVWWYf9 https://t.co/G23owenDHQ', Akeredolu and his wife were given Priority to vote Immediately they arrive at the Polling Unit FOLLOW LIVE UPDATES ,0
105,b'Akeredolu and his wife given undue priority as they jump queue to vote  @RotimiAkeredolu @inecnigeria  #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/ujNljlPPFM', Akeredolu and his wife given undue priority as they jump queue to vote FOLLOW LIVE ,0
106,"b'PHOTONEWS: Akeredolu, wife arrive polling unit to vote  #OndoDecides2020 #Ondo2020 #OndoDecides https://t.co/F94y6P9xR6'", PHOTONEWS Akeredolu wife arrive polling unit to vote ,0
107,"b'Heavy rain in Akure as voters, observers, journalists and INEC officials take cover at polling 9 Ward 4  #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  @SaharaReporters https://t.co/rBx7iDGYHz'", Heavy rain in Akure as voters observers journalists and INEC officials take cover at polling Ward ,0
108,"b'Heavy rain at Polling Unit 009 sacred heart Cathedral, Akure, where the @OfficialPDPNig candidate, @TayoJegedeSAN is expected to cast his vote.  Could this be a sign of blessing for him? @AIT_Online #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020 https://t.co/akzVOOdqUk'", Heavy rain at Polling Unit sacred heart Cathedral Akure where the candidate is expected to cast his vote Could this be sign of blessing for him ,0
109,"b'Heavy rain in Akure as voters, observers, journalists and INEC officials take cover at polling 9 Ward 4..  #OndoDecides2020 #Ondo2020 #OndoDecides..  https://t.co/bOvOfMetB1'", Heavy rain in Akure as voters observers journalists and INEC officials take cover at polling Ward ,0
110,"b'PHOTONEWS: @RotimiAkeredolu, wife arrive polling unit to vote #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/GVXxmSmVkJ'", PHOTONEWS wife arrive polling unit to vote FOLLOW LIVE ,0
111,"b'Team ILAJE, Ugbo Ward 4, PU 003 &amp; 4. No election taking place as they ward looks deserted.  @PremiumTimesng #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020 https://t.co/akzVOOdqUk https://t.co/5PxOeBpEnI'", Team ILAJE Ugbo Ward PU amp No election taking place as they ward looks deserted ,0
112,"b'Heavy rain in Akure as voters, observers, journalists and INEC officials take cover at polling 9 Ward 4  #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/8Nu8J2X564'", Heavy rain in Akure as voters observers journalists and INEC officials take cover at polling Ward FOLLOW LIVE ,0
113,"b'Candidate of the PDP, @TayoJegedeSAN, and his wife, Eno Jegede, waiting at their PU009 Ward 4, Sacred Heart Primary School to get accredited and cast their votes. #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/Hcs5KEwkQB'", Candidate of the PDP and his wife Eno Jegede waiting at their PU Ward Sacred Heart Primary School to get accredited and cast their votes FOLLOW LIVE ,0
114,"b"".@TayoJegedeSAN, @OfficialPDPNig's candidate and his wife, waiting at PU009 Ward 4, Sacred Heart Primary School. They wait on queue to get accredited and cast their votes. @daily_trust  #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020 https://t.co/akzVOOdqUk https://t.co/fgPqyLy9m3""", TayoJegedeSAN candidate and his wife waiting at PU Ward Sacred Heart Primary School They wait on queue to get accredited and cast their votes ,0
115,"b'PHOTO: Elderly given priority to vote at CAC primary school, Owo LGA  #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/VFSm5iazUj'", PHOTO Elderly given priority to vote at CAC primary school Owo LGA FOLLOW LIVE ,0
116,"b'Just like Nigerians feared, there were sporadic shootings at Poll\xc3\xadng Unit 11, Edo Lodge in Oke Ijebu, Akure.  This was confirmed by the police spokesman in the state, Tee-Lee Ikoro. @TheNationNews  #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020 https://t.co/akzVOOdqUk'", Just like Nigerians feared there were sporadic shootings at Poll xc xadng Unit Edo Lodge in Oke Ijebu Akure This was confirmed by the police spokesman in the state Tee Lee Ikoro ,1
117,"b""The Lord will keep you from Evil\xf0\x9f\x99\x8fYou'll shine in the midst of Adversaries, no harm shall befall you and all of yours\xf0\x9f\x99\x8f Happy Weekend. -ACO #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020 #Eyiourchoice #EndSarsNow #EndSarsNow #SarsMustGo #PoliceBrutality INEC #OndoEection https://t.co/bRVwc9WQfv""", The Lord will keep you from Evil xf fYou ll shine in the midst of Adversaries no harm shall befall you and all of yours xf Happy Weekend ACO INEC ,1
118,b'PHOTONEWS: Vote Buying: @officialEFCC officials monitoring the Ondo governorship election #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/F7iDQtCqRt', PHOTONEWS Vote Buying officials monitoring the Ondo governorship election FOLLOW LIVE ,1
119,b'#OndoDecides2020 election is one here in ore ward1 PU 002  It a free and fair now...... #OndoDecides2020 #Ondo2020 https://t.co/JpOgJtH2Ub', election is one here in ore ward PU It free and fair now ,0
120,"b""I hope this rain won't cause havoc during this election.  #OndoDecides #ondo2020 #OndoDecides2020""", hope this rain will not because havoc during this election ,0
121,b'Voting Begins in Akoko Area of Ondo North Senatorial Ditrict https://t.co/Ply5W75Orj via @thisdaylive #Ondo2020 #OndoDecides2020', Voting Begins in Akoko Area of Ondo North Senatorial Ditrict via ,0
122,"b'In Akoko Southwest LGA, Ward 06 Oka iv, PU 006 St. Anthony Pry School, voting has begun as the aged vote first. The card reader is working well with hygiene protocols observed. @PremiumTimesng #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020 https://t.co/akzVOOdqUk https://t.co/LvmtbhkYrh'", In Akoko Southwest LGA Ward Oka iv PU St Anthony Pry School voting has begun as the aged vote first The card reader is working well with hygiene protocols observed ,0
123,b'PHOTONEWS: Accreditation and Voting Have Started at Unit 2 Ward 11 of Akure South LGA #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020 https://t.co/mp2glbALWB', PHOTONEWS Accreditation and Voting Have Started at Unit Ward of Akure South LGA ,0
124,"b'COVID-19 protocol not adhere to as electorates check their names on the voting register in polling unit 01, Igbotako Ward two, Okitipupa LGA @inecnigeria  #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020 https://t.co/b5qOInaTeX'", COVID protocol not adhere to as electorates check their names on the voting register in polling unit Igbotako Ward two Okitipupa LGA ,0
125,b'PHOTONEWS: Accreditation and Voting Have Started at Unit 2 Ward 11 of Akure South LGA #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/dT0TZ03i0v', PHOTONEWS Accreditation and Voting Have Started at Unit Ward of Akure South LGA FOLLOW LIVE ,0
126,"b""Accreditation begins at @RotimiAkeredolu's polling unit in Owo, Ondo. @TheNationNews #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020 https://t.co/akzVOOdqUk https://t.co/kU6olZ0Sfs""", Accreditation begins at polling unit in Owo Ondo ,0
127,"b'A massive crowd of voters completely ignore social distancing at PU 14, Irele LG, @thecableng #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020 https://t.co/akzVOOdqUk https://t.co/1JMBqfd6fX'", massive crowd of voters completely ignore social distancing at PU Irele LG ,0
128,"b'Voting begins at unit 002, Igbotako Ward 02, Okitipupa LGA #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/xqn9fXcNoB'", Voting begins at unit Igbotako Ward Okitipupa LGA FOLLOW LIVE ,0
129,"b'Social distancing rule openly flouted as eager voters queue at Ward 01, Polling Unit 01 in Ajiferere, Ile-Oluji/Okeigbo LGA, Ondo. @thecableng #ondodecides #ondoelection2020 #ondodecides2020 #ondo2020 https://t.co/akzVOOdqUk https://t.co/5ilr9Qn7Uy'", Social distancing rule openly flouted as eager voters queue at Ward Polling Unit in Ajiferere Ile Oluji Okeigbo LGA Ondo ,0
130,"b'ONCE AGAIN!!!  #OndoDecides2020: Electorates disregard COVID-19 guidelines as they queue ahead of the commencement of voting at ward 01, unit 01 in Ajiferere, Ile-Oluji/Okeigbo LGA  #OndoElection2020 #ONDO2020 https://t.co/uMM1DB9woo'", ONCE AGAIN Electorates disregard COVID guidelines as they queue ahead of the commencement of voting at ward unit in Ajiferere Ile Oluji Okeigbo LGA ,0
131,"b'8:45am \xe2\x80\x94 @INECnigeria officials just setting up at Rufus Giwa Polytechnic, Owo LGA #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020 FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/MK8oRvmUWV'", am xe officials just setting up at Rufus Giwa Polytechnic Owo LGA FOLLOW LIVE ,0
