ID,tweet,tweet,0
132, Breaking Obaseki Reelected as Edo Governor via , Breaking Obaseki Reelected as Edo Governor via ,0
133, 2 05PM OVIA SOUTH WEST APC xe2 x80 x93 10 636 PDP xe2 x80 x93 12 659 , PM OVIA SOUTH WEST APC xe PDP xe ,0
134, OWAN EAST APC xe2 x80 x93 19295 PDP xe2 x80 x93 14762 , OWAN EAST APC xe PDP xe ,0
135, Edo APC Chair Loses Polling Unit via , Edo APC Chair Loses Polling Unit via ,0
136, 22nd of June 2020 1 Police DSS INEC deployed in for shadow poll 2 Giadom suspended as Lawan meets 3 Aisha Buhari xe2 x80 x99s ADC security aides restored , nd of June Police DSS INEC deployed in for shadow poll Giadom suspended as Lawan meets Aisha Buhari xe ADC security aides restored ,0
137, INEC don come out say PDP Godwin Obaseki don win edo state election PDP get 307 955 votes while APC get APC 223 619 Shey na the person wey you want win am Abi you think say dey do wuru wuru , INEC don come out say PDP Godwin Obaseki don win edo state election PDP get votes while APC get APC Shey na the person wey you want win am Abi you think say dey do wuru wuru ,0
138, The PDP candidate Godwin Obaseki has expressed his displeasure over the planning of the governorship election in the state xe2 x80 x9cGiving that this is sole day election expected better planning for this election he said , The PDP candidate Godwin Obaseki has expressed his displeasure over the planning of the governorship election in the state xe cGiving that this is sole day election expected better planning for this election he said ,0
139, Total votes of the Edo state governorship election as announced by INEC APC 223 619 PDP 307 955 Total valid votes 537 407 Rejected votes 12 835 Total votes cast 550 242 , Total votes of the Edo state governorship election as announced by INEC APC PDP Total valid votes Rejected votes Total votes cast ,0
140, claim by Facebook user that Governor Obaseki emerged victorious in his polling unit is correct PDP recorded 80 votes while APC recorded 51 votes , claim by Facebook user that Governor Obaseki emerged victorious in his polling unit is correct PDP recorded votes while APC recorded votes ,0
141, The claim that some pictures shared on Twitter are bundles of money stashed in Oshiomhole xe2 x80 x99s house is misleading , The claim that some pictures shared on Twitter are bundles of money stashed in Oshiomhole xe house is misleading ,0
142, Faults Over Comments On , Faults Over Comments On ,0
143, The moderators of the upcoming debates between US President Donald and his Democratic rival Joe have been announced by the Commission on Presidential Debates , The moderators of the upcoming debates between US President Donald and his Democratic rival Joe have been announced by the Commission on Presidential Debates ,0
144, How can this character be our godfather in Edo Never Instead we will buy toothbrush and toothpaste and send him back to his bullion vans in Lagos Igbo man say tufiakwa , How can this character be our godfather in Edo Never Instead we will buy toothbrush and toothpaste and send him back to his bullion vans in Lagos Igbo man say tufiakwa ,1
145, APC Was Going To Win in Edo Don xe2 x80 x99t Know What Happened Nasir the Butcher of Southern Kaduna Nasir let me tell you what happened fear of visa ban is what happened , APC Was Going To Win in Edo Don xe Know What Happened Nasir the Butcher of Southern Kaduna Nasir let me tell you what happened fear of visa ban is what happened ,1
146, From godfather to dogfather , From godfather to dogfather ,1
147, General has congratulated Governor Obaseki Even Pastor Osagie Ize Iyamu has congratulated him But the 2 godfathers Oshiomhole and Bola have not Why Are they still crying , General has congratulated Governor Obaseki Even Pastor Osagie Ize Iyamu has congratulated him But the godfathers Oshiomhole and Bola have not Why Are they still crying ,1
148, Recommended Reading Who Is The Uniter and the Divider Comparing Obasanjo with My column , Recommended Reading Who Is The Uniter and the Divider Comparing Obasanjo with My column ,0
149, Fairly used chairman for sale in Lagos by auction Comment with your bid , Fairly used chairman for sale in Lagos by auction Comment with your bid ,0
150, As for you and your colleagues visa ban is waiting for you if you dare try anything funny My name is Reno Omokri the Tormentor If you doubt my word go and ask to travel to America , As for you and your colleagues visa ban is waiting for you if you dare try anything funny My name is Reno Omokri the Tormentor If you doubt my word go and ask to travel to America ,0
151, The precise moment reality dawned on Pastor Osagie Ize Iyamu The Benin Pastor chose the wrong Benefactor May you never have wrong benefactor in Christ xe2 x80 x99s Name xe2 x86 x93 , The precise moment reality dawned on Pastor Osagie Ize Iyamu The Benin Pastor chose the wrong Benefactor May you never have wrong benefactor in Christ xe Name xe ,0
152, 40000 people signed petition for EU UK to ban Butcher of Southern Kaduna Fear of visa ban is the beginning of free election Sign via this link xe2 x86 x93 , people signed petition for EU UK to ban Butcher of Southern Kaduna Fear of visa ban is the beginning of free election Sign via this link xe ,1
153, You see Edo You can look but you can xe2 x80 x99t touch We defeated 2 godfathers in one day May their political futures be as handsome as their faces And the people of Edo say AMEN , You see Edo You can look but you can xe touch We defeated godfathers in one day May their political futures be as handsome as their faces And the people of Edo say AMEN ,1
154, Use visa ban to spread free elections Cage the Butcher of Southern Kaduna Sign the petition for EU UK to ban herdsmen sponsor Sign via this link xe2 x86 x93 , Use visa ban to spread free elections Cage the Butcher of Southern Kaduna Sign the petition for EU UK to ban herdsmen sponsor Sign via this link xe ,0
155, Fear of visa ban is the beginning of free elections Cage the Butcher of Southern Kaduna Sign the petition for EU UK to ban the sponsor of genocide , Fear of visa ban is the beginning of free elections Cage the Butcher of Southern Kaduna Sign the petition for EU UK to ban the sponsor of genocide ,1
156, We showed them Edo is not Lagos Now let us cage the Butcher of Southern Kaduna Sign the petition for the EU UK to ban the sponsor of genocide , We showed them Edo is not Lagos Now let us cage the Butcher of Southern Kaduna Sign the petition for the EU UK to ban the sponsor of genocide ,0
157, Caption this xe2 x86 x93 , Caption this xe ,0
158, Somebody give this man retirement certificate xe2 x86 x93 , Somebody give this man retirement certificate xe ,0
159, Watch Governor Godwin Obaseki Celebrate His Sure Victory , Watch Governor Godwin Obaseki Celebrate His Sure Victory ,0
160, Watch Governor Godwin Obaseki Viewing His Victory , Watch Governor Godwin Obaseki Viewing His Victory ,0
161, Retweet if you like Bola xe2 x80 x99s fashion sense , Retweet if you like Bola xe fashion sense ,0
162, Know Your History Meet Pastor Osagie Ize Iyamu the first Nigerian pastor to transform from PASTOR to SHEIKH because of election yet he still lost Choose religion and remain loyal to it no matter what , Know Your History Meet Pastor Osagie Ize Iyamu the first Nigerian pastor to transform from PASTOR to SHEIKH because of election yet he still lost Choose religion and remain loyal to it no matter what ,1
163, Know Your History Meet Pastor Osagie Ize Iyamu the first Nigerian to LOSE gubernatorial election on the platform of both and in just 4 years , Know Your History Meet Pastor Osagie Ize Iyamu the first Nigerian to LOSE gubernatorial election on the platform of both and in just years ,0
164, Retweet this to show Bola that Edo is not Lagos Send Tinubu back with his tail between his legs Edo treasury will not be used for bullion vans , Retweet this to show Bola that Edo is not Lagos Send Tinubu back with his tail between his legs Edo treasury will not be used for bullion vans ,0
165, Voting ends collation and counting begin at Odigbo LGA Kosere ward 07 Poling unit primary school area of Koseru South 002 Credit , Voting ends collation and counting begin at Odigbo LGA Kosere ward Poling unit primary school area of Koseru South Credit ,0
166, Voting ends at polling units in Akoko Northwest Ward 06 PU 22 post and Okitipupa LGA Ward 09 PU 010 Iju odo Adekanle as voters wait for officials to count votes Credit , Voting ends at polling units in Akoko Northwest Ward PU post and Okitipupa LGA Ward PU Iju odo Adekanle as voters wait for officials to count votes Credit ,0
167, Voting has commenced peacefully at Akoko Northwest Ward 5 Polling Unit 09 in Ajowa as people give and collect money Vote buying activated Credit , Voting has commenced peacefully at Akoko Northwest Ward Polling Unit in Ajowa as people give and collect money Vote buying activated Credit ,1
168, After arriving at PU 04 Apoi Ward 2 Idumado Quarter Kiribo Ese Odo LGA in convoy of the casts his vote Credit , After arriving at PU Apoi Ward Idumado Quarter Kiribo Ese Odo LGA in convoy of the casts his vote Credit ,0
169, After patiently waiting at the queue and card reader failure of finally casts his vote Credit , After patiently waiting at the queue and card reader failure of finally casts his vote Credit ,0
170, voter at Ward 10 Oke Otunba PU 7 front of MDS Ododigbo Okedibo II just collapsed on the queue It was observed that he is epileptic Credit , voter at Ward Oke Otunba PU front of MDS Ododigbo Okedibo II just collapsed on the queue It was observed that he is epileptic Credit ,0
171, inecnigeria card reader fails to recognise fingerprints It was the first time the machine has recorded failure since voting started Credit , inecnigeria card reader fails to recognise fingerprints It was the first time the machine has recorded failure since voting started Credit ,0
172, After downpour voter register turns to shreds in Ondo Is this bad omen Credit , After downpour voter register turns to shreds in Ondo Is this bad omen Credit ,0
173, Law abiding candidate still on the queue since 9am refuses to cut corners This is indeed leadership by example Credit , Law abiding candidate still on the queue since am refuses to cut corners This is indeed leadership by example Credit ,0
174, Heavy rain at Polling Unit 009 sacred heart Cathedral Akure where the candidate is expected to cast his vote Could this be sign of blessing for him , Heavy rain at Polling Unit sacred heart Cathedral Akure where the candidate is expected to cast his vote Could this be sign of blessing for him ,0
175, Team ILAJE Ugbo Ward 4 PU 003 amp 4 No election taking place as they ward looks deserted , Team ILAJE Ugbo Ward PU amp No election taking place as they ward looks deserted ,0
176, TayoJegedeSAN candidate and his wife waiting at PU009 Ward 4 Sacred Heart Primary School They wait on queue to get accredited and cast their votes , TayoJegedeSAN candidate and his wife waiting at PU Ward Sacred Heart Primary School They wait on queue to get accredited and cast their votes ,0
177, Just like Nigerians feared there were sporadic shootings at Poll xc3 xadng Unit 11 Edo Lodge in Oke Ijebu Akure This was confirmed by the police spokesman in the state Tee Lee Ikoro , Just like Nigerians feared there were sporadic shootings at Poll xc xadng Unit Edo Lodge in Oke Ijebu Akure This was confirmed by the police spokesman in the state Tee Lee Ikoro ,1
178, In Akoko Southwest LGA Ward 06 Oka iv PU 006 St Anthony Pry School voting has begun as the aged vote first The card reader is working well with hygiene protocols observed , In Akoko Southwest LGA Ward Oka iv PU St Anthony Pry School voting has begun as the aged vote first The card reader is working well with hygiene protocols observed ,0
179, Accreditation begins at polling unit in Owo Ondo , Accreditation begins at polling unit in Owo Ondo ,0
180, massive crowd of voters completely ignore social distancing at PU 14 Irele LG , massive crowd of voters completely ignore social distancing at PU Irele LG ,0
181, Social distancing rule openly flouted as eager voters queue at Ward 01 Polling Unit 01 in Ajiferere Ile Oluji Okeigbo LGA Ondo , Social distancing rule openly flouted as eager voters queue at Ward Polling Unit in Ajiferere Ile Oluji Okeigbo LGA Ondo ,0
182, Voting is about to commence and voters are conducting themselves in an orderly manner at PU 2 Ward 6 of Akoko Southwest in Ondo , Voting is about to commence and voters are conducting themselves in an orderly manner at PU Ward of Akoko Southwest in Ondo ,0
